id,trial,condition,trial_condition,stimulus,stimulus_char,response,response_char,category,category_char,correct
10,267,4,35,5,square-green,1,y,0,x,0
10,268,4,36,2,circle-green,1,y,1,y,1
10,269,4,37,5,square-green,1,y,0,x,0
10,270,4,38,2,circle-green,0,x,1,y,0
10,271,4,39,1,circle-red,1,y,0,x,0
10,272,4,40,6,square-blue,1,y,1,y,1
10,273,4,41,5,square-green,1,y,0,x,0
10,274,4,42,7,triangle-red,1,y,1,y,1
10,275,4,43,4,square-red,1,y,1,y,1
10,276,4,44,2,circle-green,1,y,1,y,1
10,277,4,45,6,square-blue,1,y,1,y,1
10,278,4,46,9,triangle-blue,0,x,0,x,1
10,279,4,47,6,square-blue,1,y,1,y,1
10,280,4,48,6,square-blue,1,y,1,y,1
10,281,4,49,5,square-green,0,x,0,x,1
10,282,4,50,3,circle-blue,1,y,1,y,1
10,283,4,51,7,triangle-red,1,y,1,y,1
10,284,4,52,8,triangle-green,1,y,1,y,1
10,285,4,53,7,triangle-red,1,y,1,y,1
10,286,4,54,8,triangle-green,1,y,1,y,1
10,287,4,55,4,square-red,1,y,1,y,1
10,288,4,56,3,circle-blue,1,y,1,y,1
10,289,4,57,9,triangle-blue,0,x,0,x,1
10,290,4,58,9,triangle-blue,0,x,0,x,1
10,291,4,59,1,circle-red,0,x,0,x,1
10,292,4,60,3,circle-blue,1,y,1,y,1
10,293,4,61,2,circle-green,1,y,1,y,1
10,294,4,62,1,circle-red,0,x,0,x,1
10,295,4,63,1,circle-red,0,x,0,x,1
10,296,4,64,7,triangle-red,1,y,1,y,1
10,297,4,65,8,triangle-green,1,y,1,y,1
10,298,4,66,4,square-red,1,y,1,y,1
10,299,4,67,4,square-red,1,y,1,y,1
10,300,4,68,8,triangle-green,1,y,1,y,1
10,301,4,69,9,triangle-blue,0,x,0,x,1
10,302,4,70,5,square-green,0,x,0,x,1
10,303,4,71,2,circle-green,1,y,1,y,1
10,304,4,72,3,circle-blue,1,y,1,y,1
10,305,4,73,7,triangle-red,1,y,1,y,1
10,306,4,74,1,circle-red,0,x,0,x,1
10,307,4,75,9,triangle-blue,0,x,0,x,1
10,308,4,76,1,circle-red,0,x,0,x,1
10,309,4,77,6,square-blue,1,y,1,y,1
