id,trial,condition,condition_char,trial_condition,stimulus,stimulus_char,response,response_char,category,category_char,correct
4,73,1,learn,58,14,14B,1,B,1,B,1
4,74,1,learn,59,3,3A,1,B,0,A,0
4,75,1,learn,60,12,12A,1,B,0,A,0
4,76,1,learn,61,10,10A,1,B,1,B,1
4,77,1,learn,62,15,15B,0,A,1,B,0
4,78,1,learn,63,7,7A,1,B,0,A,0
4,79,1,learn,64,2,2A,1,B,0,A,0
4,80,1,learn,65,5,5B,1,B,1,B,1
4,81,2,transfer,66,3,3A,0,A,NA,NA,NA
4,82,2,transfer,66,11,11T,1,B,NA,NA,NA
4,83,2,transfer,66,2,2A,0,A,NA,NA,NA
4,84,2,transfer,66,10,10A,1,B,NA,NA,NA
4,85,2,transfer,66,5,5B,0,A,NA,NA,NA
4,86,2,transfer,66,8,8T,1,B,NA,NA,NA
4,87,2,transfer,66,1,1T,0,A,NA,NA,NA
4,88,2,transfer,66,14,14B,1,B,NA,NA,NA
4,89,2,transfer,66,13,13T,1,B,NA,NA,NA
4,90,2,transfer,66,12,12A,0,A,NA,NA,NA
4,91,2,transfer,66,15,15B,1,B,NA,NA,NA
4,92,2,transfer,66,6,6T,1,B,NA,NA,NA
4,93,2,transfer,66,9,9T,1,B,NA,NA,NA
4,94,2,transfer,66,7,7A,1,B,NA,NA,NA
4,95,2,transfer,66,16,16T,1,B,NA,NA,NA
4,96,2,transfer,66,4,4T,0,A,NA,NA,NA
4,97,1,learn,67,7,7A,1,B,0,A,0
4,98,1,learn,68,14,14B,1,B,1,B,1
4,99,1,learn,69,15,15B,1,B,1,B,1
4,100,1,learn,70,12,12A,0,A,0,A,1
4,101,1,learn,71,2,2A,1,B,0,A,0
4,102,1,learn,72,10,10A,1,B,1,B,1
4,103,1,learn,73,5,5B,0,A,1,B,0
4,104,1,learn,74,3,3A,0,A,0,A,1
4,105,1,learn,75,3,3A,0,A,0,A,1
4,106,1,learn,76,15,15B,1,B,1,B,1
4,107,1,learn,77,7,7A,1,B,0,A,0
4,108,1,learn,78,12,12A,1,B,0,A,0
4,109,1,learn,79,14,14B,1,B,1,B,1
4,110,1,learn,80,10,10A,1,B,1,B,1
4,111,1,learn,81,2,2A,0,A,0,A,1
4,112,1,learn,82,5,5B,0,A,1,B,0
4,113,1,learn,83,2,2A,1,B,0,A,0
4,114,1,learn,84,15,15B,1,B,1,B,1
4,115,1,learn,85,14,14B,1,B,1,B,1
4,116,1,learn,86,7,7A,0,A,0,A,1
4,117,1,learn,87,10,10A,1,B,1,B,1
4,118,1,learn,88,3,3A,1,B,0,A,0
4,119,1,learn,89,5,5B,0,A,1,B,0
4,120,1,learn,90,12,12A,0,A,0,A,1
4,121,1,learn,91,5,5B,0,A,1,B,0
4,122,1,learn,92,7,7A,0,A,0,A,1
4,123,1,learn,93,3,3A,0,A,0,A,1
4,124,1,learn,94,2,2A,1,B,0,A,0
4,125,1,learn,95,12,12A,0,A,0,A,1
4,126,1,learn,96,15,15B,1,B,1,B,1
4,127,1,learn,97,10,10A,1,B,1,B,1
4,128,1,learn,98,14,14B,1,B,1,B,1
4,129,2,transfer,99,4,4T,0,A,NA,NA,NA
4,130,2,transfer,99,3,3A,0,A,NA,NA,NA
4,131,2,transfer,99,13,13T,1,B,NA,NA,NA
4,132,2,transfer,99,11,11T,1,B,NA,NA,NA
4,133,2,transfer,99,6,6T,1,B,NA,NA,NA
4,134,2,transfer,99,16,16T,1,B,NA,NA,NA
4,135,2,transfer,99,10,10A,1,B,NA,NA,NA
4,136,2,transfer,99,8,8T,1,B,NA,NA,NA
4,137,2,transfer,99,9,9T,1,B,NA,NA,NA
4,138,2,transfer,99,5,5B,0,A,NA,NA,NA
4,139,2,transfer,99,15,15B,1,B,NA,NA,NA
4,140,2,transfer,99,1,1T,0,A,NA,NA,NA
4,141,2,transfer,99,12,12A,1,B,NA,NA,NA
4,142,2,transfer,99,14,14B,1,B,NA,NA,NA
4,143,2,transfer,99,2,2A,0,A,NA,NA,NA
4,144,2,transfer,99,7,7A,0,A,NA,NA,NA
4,145,1,learn,100,3,3A,0,A,0,A,1
4,146,1,learn,101,2,2A,0,A,0,A,1
4,147,1,learn,102,12,12A,1,B,0,A,0
4,148,1,learn,103,5,5B,0,A,1,B,0
4,149,1,learn,104,10,10A,1,B,1,B,1
4,150,1,learn,105,7,7A,1,B,0,A,0
4,151,1,learn,106,14,14B,1,B,1,B,1
4,152,1,learn,107,15,15B,1,B,1,B,1
4,153,1,learn,108,3,3A,0,A,0,A,1
4,154,1,learn,109,12,12A,1,B,0,A,0
4,155,1,learn,110,14,14B,1,B,1,B,1
4,156,1,learn,111,5,5B,1,B,1,B,1
4,157,1,learn,112,7,7A,1,B,0,A,0
4,158,1,learn,113,10,10A,1,B,1,B,1
4,159,1,learn,114,2,2A,0,A,0,A,1
4,160,1,learn,115,15,15B,1,B,1,B,1
4,161,1,learn,116,10,10A,1,B,1,B,1
4,162,1,learn,117,15,15B,1,B,1,B,1
4,163,1,learn,118,5,5B,1,B,1,B,1
4,164,1,learn,119,7,7A,1,B,0,A,0
4,165,1,learn,120,2,2A,0,A,0,A,1
4,166,1,learn,121,12,12A,1,B,0,A,0
4,167,1,learn,122,14,14B,1,B,1,B,1
4,168,1,learn,123,3,3A,0,A,0,A,1
4,169,1,learn,124,7,7A,1,B,0,A,0
4,170,1,learn,125,14,14B,1,B,1,B,1
4,171,1,learn,126,5,5B,0,A,1,B,0
4,172,1,learn,127,3,3A,0,A,0,A,1
4,173,1,learn,128,10,10A,1,B,1,B,1
4,174,1,learn,129,12,12A,1,B,0,A,0
4,175,1,learn,130,2,2A,0,A,0,A,1
4,176,1,learn,131,15,15B,1,B,1,B,1
4,177,2,transfer,132,15,15B,1,B,NA,NA,NA
4,178,2,transfer,132,5,5B,1,B,NA,NA,NA
4,179,2,transfer,132,6,6T,1,B,NA,NA,NA
4,180,2,transfer,132,13,13T,0,A,NA,NA,NA
4,181,2,transfer,132,10,10A,1,B,NA,NA,NA
4,182,2,transfer,132,16,16T,0,A,NA,NA,NA
4,183,2,transfer,132,8,8T,1,B,NA,NA,NA
4,184,2,transfer,132,3,3A,0,A,NA,NA,NA
4,185,2,transfer,132,4,4T,0,A,NA,NA,NA
4,186,2,transfer,132,12,12A,1,B,NA,NA,NA
4,187,2,transfer,132,7,7A,1,B,NA,NA,NA
4,188,2,transfer,132,9,9T,1,B,NA,NA,NA
4,189,2,transfer,132,1,1T,0,A,NA,NA,NA
4,190,2,transfer,132,2,2A,0,A,NA,NA,NA
4,191,2,transfer,132,14,14B,1,B,NA,NA,NA
4,192,2,transfer,132,11,11T,1,B,NA,NA,NA
4,193,1,learn,133,15,15B,1,B,1,B,1
4,194,1,learn,134,3,3A,0,A,0,A,1
4,195,1,learn,135,14,14B,1,B,1,B,1
4,196,1,learn,136,2,2A,0,A,0,A,1
4,197,1,learn,137,12,12A,1,B,0,A,0
4,198,1,learn,138,5,5B,0,A,1,B,0
4,199,1,learn,139,10,10A,1,B,1,B,1
4,200,1,learn,140,7,7A,1,B,0,A,0
4,201,1,learn,141,2,2A,1,B,0,A,0
4,202,1,learn,142,7,7A,1,B,0,A,0
4,203,1,learn,143,10,10A,0,A,1,B,0
4,204,1,learn,144,12,12A,0,A,0,A,1
4,205,1,learn,145,15,15B,1,B,1,B,1
4,206,1,learn,146,14,14B,1,B,1,B,1
4,207,1,learn,147,5,5B,0,A,1,B,0
4,208,1,learn,148,3,3A,0,A,0,A,1
4,209,1,learn,149,7,7A,1,B,0,A,0
4,210,1,learn,150,14,14B,0,A,1,B,0
4,211,1,learn,151,2,2A,0,A,0,A,1
4,212,1,learn,152,15,15B,1,B,1,B,1
4,213,1,learn,153,5,5B,0,A,1,B,0
4,214,1,learn,154,3,3A,1,B,0,A,0
4,215,1,learn,155,12,12A,1,B,0,A,0
4,216,1,learn,156,10,10A,1,B,1,B,1
4,217,1,learn,157,14,14B,1,B,1,B,1
4,218,1,learn,158,3,3A,1,B,0,A,0
4,219,1,learn,159,12,12A,1,B,0,A,0
4,220,1,learn,160,10,10A,1,B,1,B,1
4,221,1,learn,161,7,7A,0,A,0,A,1
4,222,1,learn,162,15,15B,1,B,1,B,1
4,223,1,learn,163,5,5B,0,A,1,B,0
4,224,1,learn,164,2,2A,1,B,0,A,0
4,225,1,learn,165,12,12A,1,B,0,A,0
4,226,1,learn,166,14,14B,1,B,1,B,1
4,227,1,learn,167,15,15B,1,B,1,B,1
4,228,1,learn,168,5,5B,0,A,1,B,0
4,229,1,learn,169,10,10A,1,B,1,B,1
4,230,1,learn,170,2,2A,0,A,0,A,1
4,231,1,learn,171,3,3A,0,A,0,A,1
4,232,1,learn,172,7,7A,1,B,0,A,0
4,233,1,learn,173,5,5B,1,B,1,B,1
4,234,1,learn,174,7,7A,1,B,0,A,0
4,235,1,learn,175,2,2A,1,B,0,A,0
4,236,1,learn,176,3,3A,0,A,0,A,1
4,237,1,learn,177,10,10A,0,A,1,B,0
4,238,1,learn,178,14,14B,1,B,1,B,1
4,239,1,learn,179,15,15B,1,B,1,B,1
4,240,1,learn,180,12,12A,1,B,0,A,0
4,241,1,learn,181,7,7A,1,B,0,A,0
4,242,1,learn,182,5,5B,0,A,1,B,0
4,243,1,learn,183,10,10A,1,B,1,B,1
4,244,1,learn,184,12,12A,0,A,0,A,1
4,245,1,learn,185,15,15B,1,B,1,B,1
4,246,1,learn,186,3,3A,0,A,0,A,1
4,247,1,learn,187,14,14B,1,B,1,B,1
4,248,1,learn,188,2,2A,0,A,0,A,1
4,249,1,learn,189,5,5B,1,B,1,B,1
4,250,1,learn,190,12,12A,0,A,0,A,1
4,251,1,learn,191,15,15B,1,B,1,B,1
4,252,1,learn,192,3,3A,1,B,0,A,0
4,253,1,learn,193,10,10A,1,B,1,B,1
4,254,1,learn,194,7,7A,0,A,0,A,1
4,255,1,learn,195,2,2A,1,B,0,A,0
4,256,1,learn,196,14,14B,1,B,1,B,1
4,257,2,transfer,197,5,5B,1,B,NA,NA,NA
4,258,2,transfer,197,15,15B,1,B,NA,NA,NA
4,259,2,transfer,197,11,11T,0,A,NA,NA,NA
4,260,2,transfer,197,13,13T,1,B,NA,NA,NA
4,261,2,transfer,197,2,2A,0,A,NA,NA,NA
4,262,2,transfer,197,9,9T,1,B,NA,NA,NA
4,263,2,transfer,197,3,3A,0,A,NA,NA,NA
4,264,2,transfer,197,16,16T,1,B,NA,NA,NA
4,265,2,transfer,197,6,6T,1,B,NA,NA,NA
4,266,2,transfer,197,14,14B,1,B,NA,NA,NA
4,267,2,transfer,197,1,1T,1,B,NA,NA,NA
4,268,2,transfer,197,7,7A,1,B,NA,NA,NA
4,269,2,transfer,197,4,4T,1,B,NA,NA,NA
4,270,2,transfer,197,8,8T,1,B,NA,NA,NA
4,271,2,transfer,197,10,10A,1,B,NA,NA,NA
4,272,2,transfer,197,12,12A,1,B,NA,NA,NA
4,273,1,learn,198,5,5B,0,A,1,B,0
4,274,1,learn,199,10,10A,1,B,1,B,1
4,275,1,learn,200,14,14B,1,B,1,B,1
4,276,1,learn,201,12,12A,0,A,0,A,1
4,277,1,learn,202,7,7A,0,A,0,A,1
4,278,1,learn,203,2,2A,1,B,0,A,0
4,279,1,learn,204,15,15B,1,B,1,B,1
4,280,1,learn,205,3,3A,0,A,0,A,1
4,281,1,learn,206,10,10A,1,B,1,B,1
4,282,1,learn,207,7,7A,1,B,0,A,0
4,283,1,learn,208,12,12A,1,B,0,A,0
4,284,1,learn,209,2,2A,0,A,0,A,1
4,285,1,learn,210,5,5B,0,A,1,B,0
4,286,1,learn,211,3,3A,0,A,0,A,1
4,287,1,learn,212,15,15B,1,B,1,B,1
4,288,1,learn,213,14,14B,1,B,1,B,1
4,289,1,learn,214,7,7A,1,B,0,A,0
4,290,1,learn,215,5,5B,1,B,1,B,1
4,291,1,learn,216,12,12A,1,B,0,A,0
4,292,1,learn,217,15,15B,1,B,1,B,1
4,293,1,learn,218,2,2A,0,A,0,A,1
4,294,1,learn,219,10,10A,1,B,1,B,1
4,295,1,learn,220,14,14B,1,B,1,B,1
4,296,1,learn,221,3,3A,0,A,0,A,1
4,297,1,learn,222,2,2A,1,B,0,A,0
4,298,1,learn,223,14,14B,1,B,1,B,1
4,299,1,learn,224,5,5B,1,B,1,B,1
4,300,1,learn,225,15,15B,1,B,1,B,1
4,301,1,learn,226,10,10A,1,B,1,B,1
4,302,1,learn,227,12,12A,0,A,0,A,1
4,303,1,learn,228,7,7A,0,A,0,A,1
4,304,1,learn,229,3,3A,0,A,0,A,1
4,305,1,learn,230,12,12A,1,B,0,A,0
4,306,1,learn,231,14,14B,1,B,1,B,1
4,307,1,learn,232,2,2A,0,A,0,A,1
4,308,1,learn,233,15,15B,1,B,1,B,1
4,309,1,learn,234,5,5B,1,B,1,B,1
4,310,1,learn,235,7,7A,0,A,0,A,1
4,311,1,learn,236,10,10A,0,A,1,B,0
4,312,1,learn,237,3,3A,0,A,0,A,1
4,313,1,learn,238,7,7A,0,A,0,A,1
4,314,1,learn,239,15,15B,0,A,1,B,0
4,315,1,learn,240,3,3A,0,A,0,A,1
4,316,1,learn,241,10,10A,1,B,1,B,1
4,317,1,learn,242,12,12A,1,B,0,A,0
4,318,1,learn,243,14,14B,1,B,1,B,1
4,319,1,learn,244,2,2A,0,A,0,A,1
4,320,1,learn,245,5,5B,1,B,1,B,1
4,321,1,learn,246,3,3A,1,B,0,A,0
4,322,1,learn,247,7,7A,1,B,0,A,0
4,323,1,learn,248,10,10A,1,B,1,B,1
4,324,1,learn,249,12,12A,0,A,0,A,1
4,325,1,learn,250,15,15B,1,B,1,B,1
4,326,1,learn,251,2,2A,1,B,0,A,0
4,327,1,learn,252,14,14B,1,B,1,B,1
4,328,1,learn,253,5,5B,0,A,1,B,0
4,329,1,learn,254,15,15B,1,B,1,B,1
4,330,1,learn,255,10,10A,1,B,1,B,1
4,331,1,learn,256,7,7A,0,A,0,A,1
4,332,1,learn,257,14,14B,1,B,1,B,1
4,333,1,learn,258,5,5B,0,A,1,B,0
4,334,1,learn,259,12,12A,1,B,0,A,0
4,335,1,learn,260,3,3A,0,A,0,A,1
4,336,1,learn,261,2,2A,1,B,0,A,0
4,337,2,transfer,262,8,8T,1,B,NA,NA,NA
4,338,2,transfer,262,3,3A,0,A,NA,NA,NA
4,339,2,transfer,262,12,12A,1,B,NA,NA,NA
4,340,2,transfer,262,5,5B,1,B,NA,NA,NA
4,341,2,transfer,262,11,11T,0,A,NA,NA,NA
4,342,2,transfer,262,16,16T,1,B,NA,NA,NA
4,343,2,transfer,262,2,2A,0,A,NA,NA,NA
4,344,2,transfer,262,7,7A,1,B,NA,NA,NA
4,345,2,transfer,262,4,4T,0,A,NA,NA,NA
4,346,2,transfer,262,15,15B,1,B,NA,NA,NA
4,347,2,transfer,262,9,9T,1,B,NA,NA,NA
4,348,2,transfer,262,14,14B,1,B,NA,NA,NA
4,349,2,transfer,262,1,1T,1,B,NA,NA,NA
4,350,2,transfer,262,13,13T,0,A,NA,NA,NA
4,351,2,transfer,262,6,6T,0,A,NA,NA,NA
4,352,2,transfer,262,10,10A,1,B,NA,NA,NA
4,353,1,learn,263,14,14B,1,B,1,B,1
4,354,1,learn,264,10,10A,1,B,1,B,1
4,355,1,learn,265,2,2A,0,A,0,A,1
4,356,1,learn,266,15,15B,1,B,1,B,1
4,357,1,learn,267,5,5B,0,A,1,B,0
4,358,1,learn,268,3,3A,0,A,0,A,1
4,359,1,learn,269,12,12A,1,B,0,A,0
4,360,1,learn,270,7,7A,0,A,0,A,1
4,361,1,learn,271,2,2A,1,B,0,A,0
4,362,1,learn,272,12,12A,1,B,0,A,0
4,363,1,learn,273,3,3A,0,A,0,A,1
4,364,1,learn,274,10,10A,1,B,1,B,1
4,365,1,learn,275,5,5B,0,A,1,B,0
4,366,1,learn,276,14,14B,1,B,1,B,1
4,367,1,learn,277,7,7A,0,A,0,A,1
4,368,1,learn,278,15,15B,1,B,1,B,1
4,369,1,learn,279,3,3A,0,A,0,A,1
4,370,1,learn,280,15,15B,1,B,1,B,1
4,371,1,learn,281,12,12A,1,B,0,A,0
4,372,1,learn,282,14,14B,1,B,1,B,1
4,373,1,learn,283,7,7A,0,A,0,A,1
4,374,1,learn,284,10,10A,1,B,1,B,1
4,375,1,learn,285,2,2A,0,A,0,A,1
4,376,1,learn,286,5,5B,0,A,1,B,0
4,377,1,learn,287,12,12A,1,B,0,A,0
4,378,1,learn,288,3,3A,0,A,0,A,1
4,379,1,learn,289,10,10A,0,A,1,B,0
4,380,1,learn,290,2,2A,0,A,0,A,1
4,381,1,learn,291,5,5B,0,A,1,B,0
4,382,1,learn,292,15,15B,1,B,1,B,1
4,383,1,learn,293,7,7A,0,A,0,A,1
4,384,1,learn,294,14,14B,1,B,1,B,1
4,385,1,learn,295,3,3A,0,A,0,A,1
4,386,1,learn,296,7,7A,0,A,0,A,1
4,387,1,learn,297,14,14B,1,B,1,B,1
4,388,1,learn,298,5,5B,0,A,1,B,0
4,389,1,learn,299,2,2A,1,B,0,A,0
4,390,1,learn,300,10,10A,1,B,1,B,1
4,391,1,learn,301,12,12A,0,A,0,A,1
4,392,1,learn,302,15,15B,1,B,1,B,1
4,393,1,learn,303,3,3A,0,A,0,A,1
4,394,1,learn,304,12,12A,0,A,0,A,1
4,395,1,learn,305,7,7A,1,B,0,A,0
4,396,1,learn,306,2,2A,0,A,0,A,1
4,397,1,learn,307,5,5B,1,B,1,B,1
4,398,1,learn,308,15,15B,1,B,1,B,1
4,399,1,learn,309,14,14B,1,B,1,B,1
4,400,1,learn,310,10,10A,1,B,1,B,1
4,401,1,learn,311,14,14B,1,B,1,B,1
4,402,1,learn,312,3,3A,0,A,0,A,1
4,403,1,learn,313,10,10A,1,B,1,B,1
4,404,1,learn,314,15,15B,1,B,1,B,1
4,405,1,learn,315,2,2A,0,A,0,A,1
4,406,1,learn,316,7,7A,1,B,0,A,0
4,407,1,learn,317,5,5B,0,A,1,B,0
4,408,1,learn,318,12,12A,1,B,0,A,0
4,409,1,learn,319,12,12A,1,B,0,A,0
4,410,1,learn,320,2,2A,0,A,0,A,1
4,411,1,learn,321,7,7A,0,A,0,A,1
4,412,1,learn,322,5,5B,1,B,1,B,1
4,413,1,learn,323,10,10A,1,B,1,B,1
4,414,1,learn,324,15,15B,1,B,1,B,1
4,415,1,learn,325,14,14B,1,B,1,B,1
4,416,1,learn,326,3,3A,0,A,0,A,1
4,417,2,transfer,327,5,5B,1,B,NA,NA,NA
4,418,2,transfer,327,6,6T,1,B,NA,NA,NA
4,419,2,transfer,327,15,15B,1,B,NA,NA,NA
4,420,2,transfer,327,14,14B,0,A,NA,NA,NA
4,421,2,transfer,327,7,7A,0,A,NA,NA,NA
4,422,2,transfer,327,10,10A,0,A,NA,NA,NA
4,423,2,transfer,327,8,8T,0,A,NA,NA,NA
4,424,2,transfer,327,16,16T,0,A,NA,NA,NA
4,425,2,transfer,327,3,3A,0,A,NA,NA,NA
4,426,2,transfer,327,9,9T,1,B,NA,NA,NA
4,427,2,transfer,327,1,1T,1,B,NA,NA,NA
4,428,2,transfer,327,11,11T,1,B,NA,NA,NA
4,429,2,transfer,327,4,4T,0,A,NA,NA,NA
4,430,2,transfer,327,2,2A,0,A,NA,NA,NA
4,431,2,transfer,327,12,12A,1,B,NA,NA,NA
4,432,2,transfer,327,13,13T,0,A,NA,NA,NA
7,1,1,learn,1,15,15B,0,A,1,B,0
7,2,1,learn,2,5,5B,1,B,1,B,1
7,3,1,learn,3,7,7A,0,A,0,A,1
7,4,1,learn,4,2,2A,1,B,0,A,0
7,5,1,learn,5,14,14B,0,A,1,B,0
7,6,1,learn,6,3,3A,0,A,0,A,1
7,7,1,learn,7,10,10A,1,B,1,B,1
7,8,1,learn,8,12,12A,1,B,0,A,0
7,9,1,learn,9,10,10A,0,A,1,B,0
7,10,1,learn,10,2,2A,1,B,0,A,0
7,11,1,learn,11,7,7A,1,B,0,A,0
7,12,1,learn,12,3,3A,0,A,0,A,1
7,13,1,learn,13,12,12A,0,A,0,A,1
7,14,1,learn,14,14,14B,0,A,1,B,0
7,15,1,learn,15,15,15B,0,A,1,B,0
7,16,1,learn,16,5,5B,0,A,1,B,0
7,17,1,learn,17,5,5B,1,B,1,B,1
7,18,1,learn,18,2,2A,1,B,0,A,0
7,19,1,learn,19,3,3A,1,B,0,A,0
7,20,1,learn,20,15,15B,0,A,1,B,0
7,21,1,learn,21,10,10A,0,A,1,B,0
7,22,1,learn,22,14,14B,0,A,1,B,0
7,23,1,learn,23,12,12A,0,A,0,A,1
7,24,1,learn,24,7,7A,0,A,0,A,1
7,25,1,learn,25,3,3A,1,B,0,A,0
7,26,1,learn,26,7,7A,0,A,0,A,1
7,27,1,learn,27,14,14B,0,A,1,B,0
7,28,1,learn,28,5,5B,1,B,1,B,1
7,29,1,learn,29,10,10A,1,B,1,B,1
7,30,1,learn,30,2,2A,1,B,0,A,0
7,31,1,learn,31,15,15B,0,A,1,B,0
7,32,1,learn,32,12,12A,0,A,0,A,1
7,33,2,transfer,33,11,11T,0,A,NA,NA,NA
7,34,2,transfer,33,7,7A,0,A,NA,NA,NA
7,35,2,transfer,33,2,2A,1,B,NA,NA,NA
7,36,2,transfer,33,13,13T,0,A,NA,NA,NA
7,37,2,transfer,33,4,4T,1,B,NA,NA,NA
7,38,2,transfer,33,6,6T,0,A,NA,NA,NA
7,39,2,transfer,33,15,15B,1,B,NA,NA,NA
7,40,2,transfer,33,1,1T,0,A,NA,NA,NA
7,41,2,transfer,33,3,3A,0,A,NA,NA,NA
7,42,2,transfer,33,16,16T,1,B,NA,NA,NA
7,43,2,transfer,33,8,8T,1,B,NA,NA,NA
7,44,2,transfer,33,14,14B,0,A,NA,NA,NA
7,45,2,transfer,33,10,10A,0,A,NA,NA,NA
7,46,2,transfer,33,12,12A,1,B,NA,NA,NA
7,47,2,transfer,33,5,5B,0,A,NA,NA,NA
7,48,2,transfer,33,9,9T,1,B,NA,NA,NA
7,49,1,learn,34,3,3A,1,B,0,A,0
7,50,1,learn,35,12,12A,0,A,0,A,1
7,51,1,learn,36,14,14B,0,A,1,B,0
7,52,1,learn,37,5,5B,1,B,1,B,1
7,53,1,learn,38,2,2A,1,B,0,A,0
7,54,1,learn,39,10,10A,1,B,1,B,1
7,55,1,learn,40,7,7A,0,A,0,A,1
7,56,1,learn,41,15,15B,1,B,1,B,1
7,57,1,learn,42,15,15B,0,A,1,B,0
7,58,1,learn,43,3,3A,0,A,0,A,1
7,59,1,learn,44,5,5B,1,B,1,B,1
7,60,1,learn,45,7,7A,0,A,0,A,1
7,61,1,learn,46,12,12A,1,B,0,A,0
7,62,1,learn,47,14,14B,1,B,1,B,1
7,63,1,learn,48,2,2A,1,B,0,A,0
7,64,1,learn,49,10,10A,0,A,1,B,0
7,65,1,learn,50,10,10A,1,B,1,B,1
7,66,1,learn,51,12,12A,0,A,0,A,1
7,67,1,learn,52,3,3A,1,B,0,A,0
7,68,1,learn,53,5,5B,0,A,1,B,0
7,69,1,learn,54,14,14B,0,A,1,B,0
7,70,1,learn,55,7,7A,0,A,0,A,1
7,71,1,learn,56,15,15B,0,A,1,B,0
7,72,1,learn,57,2,2A,1,B,0,A,0
7,73,1,learn,58,14,14B,0,A,1,B,0
7,74,1,learn,59,5,5B,1,B,1,B,1
7,75,1,learn,60,10,10A,1,B,1,B,1
7,76,1,learn,61,7,7A,0,A,0,A,1
7,77,1,learn,62,3,3A,1,B,0,A,0
7,78,1,learn,63,15,15B,0,A,1,B,0
7,79,1,learn,64,12,12A,1,B,0,A,0
7,80,1,learn,65,2,2A,0,A,0,A,1
7,81,2,transfer,66,11,11T,0,A,NA,NA,NA
7,82,2,transfer,66,12,12A,1,B,NA,NA,NA
